0	4
1	2
2	3
3	1
4	2
5	2
6	1
7	1
8	2
9	2
10	2
11	2
12	3
13	4
14	3
15	4
16	4
17	3
18	4
19	4
20	4
21	4
22	4
23	3
24	5
25	6
26	6
27	4
28	4
29	4
30	4
31	3
32	3
33	3
34	4
35	5
36	5
37	4
38	5
39	5
40	5
41	5
42	5
43	7
44	8
45	10
46	10
47	8
48	8
49	8
50	7
51	7
52	8
53	7
54	8
55	9
56	9
57	10
58	11
59	11
60	10
61	11
62	9
63	8
64	7
65	7
66	5
67	7
68	7
69	7
70	7
71	7
72	5
73	6
74	6
75	6
76	7
77	8
78	7
79	7
80	7
81	6
82	5
83	6
84	6
85	6
86	6
87	6
88	5
89	5
90	5
91	6
92	6
93	6
94	6
95	6
96	5
97	5
98	5
99	5
100	5
101	5
102	7
103	7
104	8
105	9
106	11
107	9
108	9
109	8
110	7
111	7
112	6
113	6
114	6
115	6
116	6
117	6
118	6
119	7
120	7
121	8
122	9
123	9
124	11
125	12
126	13
127	12
128	12
129	12
130	12
131	10
132	10
133	9
134	8
135	9
136	9
137	9
138	9
139	9
140	9
141	9
142	10
143	9
144	9
145	10
146	10
147	10
148	10
149	12
150	13
151	15
152	15
153	14
154	14
155	14
156	14
157	12
158	13
159	13
160	13
161	12
162	13
163	14
164	15
165	15
166	15
167	15
168	14
169	15
170	15
171	16
172	16
173	15
174	15
175	15
176	16
177	16
178	16
179	14
180	14
181	13
182	12
183	13
184	13
185	14
186	13
187	14
188	15
189	15
190	16
191	16
192	16
193	16
194	17
195	17
196	17
197	16
198	16
199	17
200	19
201	18
202	19
203	19
204	19
205	20
206	19
207	20
208	21
209	21
210	21
211	21
212	21
213	20
214	21
215	20
216	21
217	21
218	20
219	20
220	18
221	20
222	22
223	23
224	23
225	23
226	23
227	23
228	22
229	23
230	22
231	21
232	21
233	21
234	22
235	20
236	20
237	19
238	19
239	19
240	19
241	20
242	20
243	20
244	19
245	19
246	20
247	21
248	22
249	23
250	24
251	27
252	30
253	29
254	30
255	30
256	31
257	31
258	33
259	36
260	36
261	37
262	36
263	35
264	36
265	36
266	34
267	36
268	35
269	35
270	33
271	33
272	33
273	32
274	34
275	35
276	34
277	34
278	34
279	34
280	32
281	32
282	31
283	32
284	33
285	32
286	32
287	32
288	29
289	29
290	28
291	29
292	29
293	29
294	29
295	27
296	28
297	30
298	30
299	28
300	29
301	29
302	29
303	29
304	28
305	27
306	27
307	27
308	27
309	27
310	27
311	27
312	27
313	28
314	28
315	28
316	29
317	28
318	26
319	26
320	27
321	26
322	26
323	26
324	26
325	26
326	27
327	28
328	30
329	30
330	30
331	30
332	31
333	30
334	30
335	30
336	30
337	30
338	29
339	28
340	28
341	28
342	27
343	29
344	32
345	35
346	36
347	36
348	35
349	35
350	33
351	33
352	33
353	33
354	32
355	32
356	32
357	32
358	32
359	32
360	32
361	32
362	32
363	32
364	32
365	31
366	29
367	30
368	28
369	27
370	27
371	27
372	26
373	26
374	27
375	27
376	28
377	29
378	29
379	29
380	29
381	29
382	30
383	30
384	30
385	30
386	30
387	30
388	30
389	30
390	30
391	30
392	30
393	30
394	31
395	32
396	33
397	33
398	32
399	35
400	35
401	35
402	35
403	36
404	36
405	36
406	36
407	36
408	38
409	38
410	38
411	38
412	39
413	39
414	40
415	40
416	40
417	41
418	41
419	40
420	40
421	40
422	39
423	41
424	41
425	38
426	38
427	39
428	39
429	39
430	38
431	39
432	39
433	39
434	38
435	36
436	37
437	37
438	37
439	36
440	35
441	34
442	35
443	36
444	36
445	35
446	35
447	35
448	35
449	35
450	35
451	34
452	34
453	34
454	34
455	33
456	33
457	34
458	34
459	33
460	34
461	35
462	35
463	36
464	36
465	37
466	39
467	39
468	40
469	40
470	39
471	38
472	39
473	39
474	39
475	39
476	40
477	40
478	41
479	41
480	42
481	43
482	43
483	44
484	46
485	46
486	47
487	50
488	49
489	48
490	48
491	47
492	46
493	45
494	45
495	47
496	46
497	46
498	46
499	46
500	46
501	46
502	46
503	46
504	45
505	45
506	44
507	43
508	42
509	43
510	43
511	43
512	42
513	40
514	40
515	41
516	41
517	40
518	40
519	40
520	40
521	41
522	41
523	41
524	42
525	41
526	39
527	39
528	39
529	39
530	39
531	39
532	40
533	41
534	41
535	41
536	42
537	43
538	43
539	43
540	42
541	42
542	43
543	44
544	45
545	45
546	44
547	43
548	43
549	42
550	43
551	44
552	43
553	43
554	43
555	43
556	43
557	43
558	43
559	43
560	43
561	43
562	42
563	43
564	44
565	44
566	44
567	45
568	45
569	45
570	46
571	47
572	47
573	47
574	46
575	47
576	47
577	48
578	48
579	48
580	48
581	48
582	48
583	47
584	47
585	47
586	47
587	48
588	47
589	48
590	49
591	49
592	49
593	50
594	50
595	48
596	47
597	47
598	47
599	48
600	47
601	50
602	52
603	51
604	51
605	51
606	51
607	51
608	51
609	49
610	49
611	49
612	48
613	49
614	52
615	52
616	52
617	51
618	51
619	51
620	52
621	52
622	50
623	50
624	51
625	51
626	52
627	52
628	53
629	53
630	54
631	54
632	54
633	54
634	54
635	53
636	52
637	49
638	49
639	49
640	49
641	50
642	50
643	50
644	51
645	52
646	52
647	52
648	52
649	52
650	51
651	49
652	50
653	52
654	52
655	53
656	53
657	52
658	53
659	53
660	53
661	51
662	52
663	51
664	51
665	50
666	49
667	48
668	48
669	48
670	49
671	50
672	50
673	51
674	52
675	51
676	49
677	48
678	46
679	45
680	44
681	42
682	41
683	40
684	39
685	38
686	37
687	36
688	35
689	33
690	31
691	30
692	28
693	27
694	25
695	24
696	23
697	21
